id,date,product_name,category,quantity,unit_price,total_revenue,region,customer_id
47,2024-10-20 08:14:17.662149,Диван модульний,home,10,439.13,4391.3,odessa,2674
48,2024-10-20 08:14:17.662149,Овочі сезонні,food,5,37.86,189.3,lviv,6571
49,2024-10-20 08:14:17.662149,Енциклопедія,books,6,45.28,271.68,kharkiv,3162
50,2024-10-20 08:14:17.662149,Смартфон Samsung Galaxy,electronics,1,4195.8,4195.8,dnipro,7102
51,2024-10-20 08:14:17.662149,Велосипед горний,sports,8,30.29,242.32,odessa,8447
52,2024-10-20 08:14:17.662149,Сир Гауда,food,7,86.67,606.69,dnipro,4572
53,2024-10-20 08:14:17.662149,Куртка The North Face,clothing,6,52.38,314.28000000000003,kharkiv,9830
54,2024-10-20 08:14:17.662149,Ноутбук Dell Inspiron,electronics,10,4786.67,47866.7,odessa,6340
55,2024-10-20 08:14:17.662149,Ваза декоративна,home,8,1171.84,9374.72,lviv,1697
56,2024-10-20 08:14:17.662149,Смартфон Samsung Galaxy,electronics,2,4640.87,9281.74,lviv,4101
57,2024-10-20 08:14:17.662149,М'ясо курки,food,7,46.7,326.90000000000003,kharkiv,9966
58,2024-10-20 08:14:17.662149,Абонемент у спортзал,sports,4,493.95,1975.8,odessa,6950
59,2024-10-20 08:14:17.662149,Книга рецептів,books,1,158.29,158.29,dnipro,6917
60,2024-10-20 08:14:17.662149,М'яч футбольний,sports,7,526.6,3686.2000000000003,odessa,4997
61,2024-10-20 08:14:17.662149,Килим перський,home,10,270.5,2705.0,lviv,1951
62,2024-10-20 08:14:17.662149,Хліб домашній,food,4,32.45,129.8,odessa,5617
63,2024-10-20 08:14:17.662149,Ракетка тенісна,sports,8,344.92,2759.36,lviv,3243
64,2024-10-20 08:14:17.662149,Куртка The North Face,clothing,1,393.23,393.23,dnipro,9679
65,2024-10-20 08:14:17.662149,Йогурт грецький,food,5,55.42,277.1,dnipro,2046
66,2024-10-20 08:14:17.662149,Підручник математики,books,2,176.1,352.2,lviv,4311
67,2024-10-20 08:14:17.662149,Йогурт грецький,food,5,65.68,328.40000000000003,lviv,2673
68,2024-10-20 08:14:17.662149,Йогурт грецький,food,9,74.26,668.34,dnipro,8708
69,2024-10-20 08:14:17.662149,Телевізор LG OLED,electronics,7,1712.08,11984.56,kyiv,2027
70,2024-10-20 08:14:17.662149,Овочі сезонні,food,1,43.0,43.0,kharkiv,7052
71,2024-10-20 08:14:17.662149,Ваза декоративна,home,8,1566.71,12533.68,odessa,3015
72,2024-10-20 08:14:17.662149,Кросівки для бігу,sports,8,105.98,847.84,dnipro,5384
73,2024-10-20 08:14:17.662149,Книга рецептів,books,1,175.86,175.86,lviv,6841
74,2024-10-20 08:14:17.662149,Камера Canon EOS,electronics,5,2976.86,14884.300000000001,odessa,8663
75,2024-10-20 08:14:17.662149,Хліб домашній,food,5,54.88,274.40000000000003,odessa,4918
76,2024-10-21 08:14:17.662149,Сукня Zara,clothing,9,365.96,3293.64,odessa,9452
77,2024-10-21 08:14:17.662149,Навушники AirPods,electronics,6,3802.17,22813.02,dnipro,2492
78,2024-10-21 08:14:17.662149,Хліб домашній,food,6,92.5,555.0,odessa,7270
79,2024-10-21 08:14:17.662149,Ракетка тенісна,sports,5,171.1,855.5,odessa,5326
80,2024-10-21 08:14:17.662149,Овочі сезонні,food,7,19.59,137.13,kharkiv,9576
81,2024-10-21 08:14:17.662149,Планшет iPad,electronics,6,3885.54,23313.239999999998,kharkiv,7511
82,2024-10-21 08:14:17.662149,Взуття Adidas,clothing,4,121.44,485.76,kharkiv,3447
83,2024-10-21 08:14:17.662149,Куртка The North Face,clothing,2,260.18,520.36,dnipro,4964
84,2024-10-21 08:14:17.662149,Молоко 3.2%,food,5,65.03,325.15,lviv,3777
85,2024-10-21 08:14:17.662149,Йогурт грецький,food,8,44.8,358.4,lviv,6603
86,2024-10-21 08:14:17.662149,М'яч футбольний,sports,8,164.6,1316.8,kharkiv,4218
87,2024-10-21 08:14:17.662149,Джинси Levis,clothing,4,450.45,1801.8,odessa,4044
88,2024-10-21 08:14:17.662149,Гантелі 10кг,sports,10,264.03,2640.2999999999997,kharkiv,3842
89,2024-10-21 08:14:17.662149,Лампа настільна,home,2,1762.01,3524.02,kharkiv,1620
90,2024-10-21 08:14:17.662149,Взуття Adidas,clothing,3,221.82,665.46,odessa,5088
91,2024-10-21 08:14:17.662149,Горщик для квітів,home,5,499.86,2499.3,dnipro,3012
92,2024-10-21 08:14:17.662149,Овочі сезонні,food,9,99.36,894.24,kyiv,8907
93,2024-10-21 08:14:17.662149,М'ясо курки,food,6,15.8,94.80000000000001,lviv,1937
94,2024-10-21 08:14:17.662149,Лампа настільна,home,10,779.79,7797.9,lviv,3275
95,2024-10-21 08:14:17.662149,Стол обідній,home,4,185.27,741.08,kyiv,4681
96,2024-10-21 08:14:17.662149,Килим перський,home,4,1675.37,6701.48,odessa,6756
97,2024-10-21 08:14:17.662149,Камера Canon EOS,electronics,1,521.3,521.3,kyiv,6328
98,2024-10-21 08:14:17.662149,Горщик для квітів,home,10,305.41,3054.1000000000004,lviv,7474
99,2024-10-21 08:14:17.662149,М'ясо курки,food,1,17.45,17.45,lviv,4695
100,2024-10-21 08:14:17.662149,Планшет iPad,electronics,10,1953.91,19539.100000000002,dnipro,6730
101,2024-10-21 08:14:17.662149,Абонемент у спортзал,sports,8,177.18,1417.44,kharkiv,7763
102,2024-10-21 08:14:17.662149,Детектив Агати Крісті,books,9,191.62,1724.58,dnipro,6629
103,2024-10-21 08:14:17.662149,Сукня Zara,clothing,3,132.35,397.04999999999995,dnipro,9537
104,2024-10-21 08:14:17.662149,Ваза декоративна,home,10,917.55,9175.5,dnipro,1618
105,2024-10-21 08:14:17.662149,Диван модульний,home,1,1007.99,1007.99,odessa,5318
106,2024-10-21 08:14:17.662149,Енциклопедія,books,9,54.73,492.57,odessa,8011
107,2024-10-21 08:14:17.662149,Книга рецептів,books,1,178.73,178.73,lviv,1106
108,2024-10-21 08:14:17.662149,Ваза декоративна,home,5,1516.15,7580.75,dnipro,3392
109,2024-10-21 08:14:17.662149,Ракетка тенісна,sports,4,248.03,992.12,dnipro,5661
110,2024-10-21 08:14:17.662149,Футболка Nike,clothing,8,218.43,1747.44,odessa,8264
111,2024-10-21 08:14:17.662149,Журнал мод,books,1,71.44,71.44,kyiv,4650
112,2024-10-21 08:14:17.662149,Футболка Nike,clothing,7,132.59,928.13,dnipro,9614
113,2024-10-21 08:14:17.662149,Килим перський,home,1,978.55,978.55,kharkiv,5222
114,2024-10-21 08:14:17.662149,Футболка Nike,clothing,3,321.91,965.73,kyiv,9333
115,2024-10-21 08:14:17.662149,Горщик для квітів,home,1,564.32,564.32,kharkiv,6750
116,2024-10-21 08:14:17.662149,Планшет iPad,electronics,9,3216.59,28949.31,kyiv,6695
117,2024-10-21 08:14:17.662149,Лампа настільна,home,8,684.69,5477.52,odessa,1262
118,2024-10-21 08:14:17.662149,Детектив Агати Крісті,books,2,110.96,221.92,dnipro,9620
119,2024-10-21 08:14:17.662149,Овочі сезонні,food,6,53.31,319.86,odessa,7537
120,2024-10-21 08:14:17.662149,Телевізор LG OLED,electronics,4,1251.41,5005.64,lviv,6053
121,2024-10-21 08:14:17.662149,М'яч футбольний,sports,6,646.75,3880.5,odessa,1934
122,2024-10-21 08:14:17.662149,Енциклопедія,books,10,118.11,1181.1,odessa,1322
123,2024-10-21 08:14:17.662149,Овочі сезонні,food,2,29.09,58.18,lviv,4874
124,2024-10-21 08:14:17.662149,Светр H&M,clothing,2,228.06,456.12,lviv,7492
125,2024-10-21 08:14:17.662149,Килим перський,home,7,1110.25,7771.75,kyiv,8054
126,2024-10-22 08:14:17.662149,Ноутбук Dell Inspiron,electronics,9,4194.94,37754.46,kharkiv,4306
127,2024-10-22 08:14:17.662149,Горщик для квітів,home,1,924.35,924.35,lviv,9144
128,2024-10-22 08:14:17.662149,Взуття Adidas,clothing,8,498.83,3990.64,odessa,8293
129,2024-10-22 08:14:17.662149,Стол обідній,home,2,1326.49,2652.98,dnipro,4514
130,2024-10-22 08:14:17.662149,Детектив Агати Крісті,books,2,55.13,110.26,kyiv,1530
131,2024-10-22 08:14:17.662149,Книга рецептів,books,1,77.14,77.14,dnipro,7201
132,2024-10-22 08:14:17.662149,М'ясо курки,food,4,41.23,164.92,kharkiv,9637
133,2024-10-22 08:14:17.662149,Стол обідній,home,3,1865.39,5596.17,kyiv,4384
134,2024-10-22 08:14:17.662149,Лампа настільна,home,3,1669.26,5007.78,kharkiv,7439
135,2024-10-22 08:14:17.662149,Кросівки для бігу,sports,6,710.09,4260.54,lviv,7890
136,2024-10-22 08:14:17.662149,М'ясо курки,food,2,15.33,30.66,odessa,4018
137,2024-10-22 08:14:17.662149,Кросівки для бігу,sports,4,377.08,1508.32,lviv,1019
138,2024-10-22 08:14:17.662149,Футболка Nike,clothing,7,376.86,2638.02,dnipro,1779
139,2024-10-22 08:14:17.662149,Велосипед горний,sports,7,40.56,283.92,dnipro,1465
140,2024-10-22 08:14:17.662149,Детектив Агати Крісті,books,7,134.93,944.51,odessa,5967
141,2024-10-22 08:14:17.662149,Телевізор LG OLED,electronics,8,4504.76,36038.08,kyiv,3516
142,2024-10-22 08:14:17.662149,Килим перський,home,6,646.72,3880.32,lviv,2167
143,2024-10-22 08:14:17.662149,Підручник математики,books,3,197.53,592.59,lviv,7363
144,2024-10-22 08:14:17.662149,Килим перський,home,4,203.87,815.48,kharkiv,8456
145,2024-10-22 08:14:17.662149,Роман '1984',books,1,148.82,148.82,lviv,3246
146,2024-10-22 08:14:17.662149,Підручник математики,books,10,173.08,1730.8000000000002,kharkiv,9478
147,2024-10-22 08:14:17.662149,Детектив Агати Крісті,books,4,56.77,227.08,dnipro,6538
148,2024-10-22 08:14:17.662149,Сир Гауда,food,4,11.7,46.8,lviv,8396
149,2024-10-22 08:14:17.662149,Горщик для квітів,home,7,1464.1,10248.699999999999,dnipro,9996
150,2024-10-22 08:14:17.662149,Сир Гауда,food,8,98.49,787.92,kharkiv,7889
151,2024-10-22 08:14:17.662149,Камера Canon EOS,electronics,1,4758.47,4758.47,lviv,9175
152,2024-10-22 08:14:17.662149,Журнал мод,books,6,167.68,1006.08,lviv,2778
153,2024-10-22 08:14:17.662149,Кросівки для бігу,sports,4,749.61,2998.44,dnipro,3470
154,2024-10-22 08:14:17.662149,Куртка The North Face,clothing,4,193.22,772.88,odessa,1077
155,2024-10-22 08:14:17.662149,Диван модульний,home,4,307.09,1228.36,odessa,1515
156,2024-10-22 08:14:17.662149,Ваза декоративна,home,2,1809.62,3619.24,kyiv,9622
157,2024-10-22 08:14:17.662149,Взуття Adidas,clothing,9,72.51,652.59,kyiv,1665
158,2024-10-22 08:14:17.662149,Стол обідній,home,10,1105.53,11055.3,odessa,4157
159,2024-10-22 08:14:17.662149,М'яч футбольний,sports,3,611.59,1834.77,lviv,2260
160,2024-10-22 08:14:17.662149,Велосипед горний,sports,5,330.87,1654.35,lviv,9726
161,2024-10-22 08:14:17.662149,Овочі сезонні,food,6,24.9,149.39999999999998,kharkiv,6207
162,2024-10-22 08:14:17.662149,Велосипед горний,sports,9,790.59,7115.31,dnipro,1834
163,2024-10-22 08:14:17.662149,Енциклопедія,books,3,70.66,211.98,dnipro,1374
164,2024-10-22 08:14:17.662149,Планшет iPad,electronics,6,4570.09,27420.54,kyiv,9881
165,2024-10-22 08:14:17.662149,Йогурт грецький,food,4,89.24,356.96,lviv,6299
166,2024-10-22 08:14:17.662149,Молоко 3.2%,food,5,29.41,147.05,dnipro,7387
167,2024-10-22 08:14:17.662149,Навушники AirPods,electronics,1,2070.95,2070.95,kyiv,9219
168,2024-10-22 08:14:17.662149,Навушники AirPods,electronics,10,1413.05,14130.5,odessa,1368
169,2024-10-22 08:14:17.662149,Овочі сезонні,food,10,14.89,148.9,odessa,8245
170,2024-10-22 08:14:17.662149,Планшет iPad,electronics,2,2889.62,5779.24,kyiv,5467
171,2024-10-22 08:14:17.662149,Планшет iPad,electronics,7,2493.45,17454.149999999998,dnipro,5629
172,2024-10-22 08:14:17.662149,М'яч футбольний,sports,9,123.62,1112.58,dnipro,1407
173,2024-10-22 08:14:17.662149,Ракетка тенісна,sports,7,355.68,2489.76,lviv,5649
174,2024-10-22 08:14:17.662149,Ваза декоративна,home,1,1579.63,1579.63,dnipro,3240
175,2024-10-22 08:14:17.662149,Ноутбук Dell Inspiron,electronics,5,4402.19,22010.949999999997,odessa,9994
176,2024-10-23 08:14:17.662149,Телевізор LG OLED,electronics,9,1709.14,15382.26,odessa,7213
177,2024-10-23 08:14:17.662149,Телевізор LG OLED,electronics,10,2810.17,28101.7,odessa,5255
178,2024-10-23 08:14:17.662149,Килим перський,home,6,1012.44,6074.64,lviv,3137
179,2024-10-23 08:14:17.662149,Джинси Levis,clothing,9,231.48,2083.3199999999997,dnipro,9583
180,2024-10-23 08:14:17.662149,Стол обідній,home,9,1329.24,11963.16,lviv,9370
181,2024-10-23 08:14:17.662149,Кросівки для бігу,sports,4,442.03,1768.12,odessa,2610
182,2024-10-23 08:14:17.662149,Ноутбук Dell Inspiron,electronics,7,3281.03,22967.210000000003,dnipro,6877
183,2024-10-23 08:14:17.662149,Смартфон Samsung Galaxy,electronics,3,3517.02,10551.06,kyiv,8986
184,2024-10-23 08:14:17.662149,Ноутбук Dell Inspiron,electronics,6,2459.17,14755.02,kharkiv,1981
185,2024-10-23 08:14:17.662149,Ваза декоративна,home,1,800.75,800.75,kyiv,1823
186,2024-10-23 08:14:17.662149,Велосипед горний,sports,1,169.5,169.5,odessa,8167
187,2024-10-23 08:14:17.662149,Лампа настільна,home,6,142.5,855.0,kyiv,6381
188,2024-10-23 08:14:17.662149,М'яч футбольний,sports,10,326.32,3263.2,lviv,8072
189,2024-10-23 08:14:17.662149,Підручник математики,books,7,22.62,158.34,lviv,3984
190,2024-10-23 08:14:17.662149,Книга рецептів,books,4,159.81,639.24,dnipro,7323
191,2024-10-23 08:14:17.662149,Сир Гауда,food,6,11.68,70.08,lviv,7254
192,2024-10-23 08:14:17.662149,Кросівки для бігу,sports,6,115.6,693.5999999999999,kyiv,9495
193,2024-10-23 08:14:17.662149,Книга рецептів,books,1,154.96,154.96,lviv,9564
194,2024-10-23 08:14:17.662149,Книга рецептів,books,6,164.18,985.08,kharkiv,2940
195,2024-10-23 08:14:17.662149,Йогурт грецький,food,8,30.92,247.36,dnipro,9020
196,2024-10-23 08:14:17.662149,Абонемент у спортзал,sports,1,568.61,568.61,kharkiv,2328
197,2024-10-23 08:14:17.662149,Стол обідній,home,9,626.9,5642.099999999999,odessa,4260
198,2024-10-23 08:14:17.662149,Книга рецептів,books,8,178.58,1428.64,dnipro,9815
199,2024-10-23 08:14:17.662149,Сукня Zara,clothing,8,170.83,1366.64,kharkiv,5189
200,2024-10-23 08:14:17.662149,Телевізор LG OLED,electronics,10,2022.62,20226.199999999997,lviv,8229
201,2024-10-23 08:14:17.662149,М'ясо курки,food,6,90.75,544.5,lviv,2548
202,2024-10-23 08:14:17.662149,Овочі сезонні,food,9,89.79,808.11,kharkiv,8547
203,2024-10-23 08:14:17.662149,Телевізор LG OLED,electronics,5,4154.23,20771.149999999998,odessa,5196
204,2024-10-23 08:14:17.662149,М'яч футбольний,sports,2,337.79,675.58,lviv,6317
205,2024-10-23 08:14:17.662149,Камера Canon EOS,electronics,8,3535.63,28285.04,kyiv,2934
206,2024-10-23 08:14:17.662149,Джинси Levis,clothing,10,496.91,4969.1,odessa,4383
207,2024-10-23 08:14:17.662149,Йогурт грецький,food,5,55.31,276.55,dnipro,5525
208,2024-10-23 08:14:17.662149,М'яч футбольний,sports,5,663.19,3315.9500000000003,lviv,6903
209,2024-10-23 08:14:17.662149,Ракетка тенісна,sports,9,497.78,4480.0199999999995,kyiv,3281
210,2024-10-23 08:14:17.662149,Планшет iPad,electronics,4,2664.69,10658.76,kharkiv,6024
211,2024-10-23 08:14:17.662149,Стол обідній,home,8,126.49,1011.92,kharkiv,1918
212,2024-10-23 08:14:17.662149,Детектив Агати Крісті,books,10,72.32,723.1999999999999,dnipro,7653
213,2024-10-23 08:14:17.662149,Навушники AirPods,electronics,6,3457.75,20746.5,lviv,5325
214,2024-10-23 08:14:17.662149,Велосипед горний,sports,8,151.87,1214.96,odessa,8407
215,2024-10-23 08:14:17.662149,Сир Гауда,food,5,76.28,381.4,odessa,1959
216,2024-10-23 08:14:17.662149,Велосипед горний,sports,4,273.15,1092.6,kyiv,8487
217,2024-10-23 08:14:17.662149,Молоко 3.2%,food,10,79.64,796.4,odessa,3536
218,2024-10-23 08:14:17.662149,Велосипед горний,sports,5,587.23,2936.15,odessa,3260
219,2024-10-23 08:14:17.662149,Диван модульний,home,7,604.67,4232.69,lviv,3122
220,2024-10-23 08:14:17.662149,Енциклопедія,books,5,24.03,120.15,lviv,6978
221,2024-10-23 08:14:17.662149,Детектив Агати Крісті,books,6,181.04,1086.24,lviv,4173
222,2024-10-23 08:14:17.662149,Гантелі 10кг,sports,2,453.75,907.5,dnipro,8923
223,2024-10-23 08:14:17.662149,Ноутбук Dell Inspiron,electronics,10,1314.49,13144.9,dnipro,4864
224,2024-10-23 08:14:17.662149,Детектив Агати Крісті,books,1,53.82,53.82,kharkiv,2969
225,2024-10-23 08:14:17.662149,Сир Гауда,food,9,51.69,465.21,kyiv,7396
226,2024-10-24 08:14:17.662149,Підручник математики,books,6,161.17,967.02,odessa,6979
227,2024-10-24 08:14:17.662149,Книга рецептів,books,4,96.29,385.16,lviv,8061
228,2024-10-24 08:14:17.662149,Горщик для квітів,home,7,1020.01,7140.07,odessa,5910
229,2024-10-24 08:14:17.662149,Ноутбук Dell Inspiron,electronics,5,1878.13,9390.650000000001,odessa,4646
230,2024-10-24 08:14:17.662149,Сир Гауда,food,9,88.53,796.77,kyiv,1579
231,2024-10-24 08:14:17.662149,Стол обідній,home,5,1286.46,6432.3,dnipro,4402
232,2024-10-24 08:14:17.662149,Сукня Zara,clothing,6,238.04,1428.24,dnipro,2877
233,2024-10-24 08:14:17.662149,М'яч футбольний,sports,2,596.77,1193.54,kharkiv,4818
234,2024-10-24 08:14:17.662149,Футболка Nike,clothing,7,468.01,3276.0699999999997,dnipro,8136
235,2024-10-24 08:14:17.662149,М'ясо курки,food,10,46.52,465.20000000000005,kyiv,3358
236,2024-10-24 08:14:17.662149,Килим перський,home,7,818.83,5731.81,kharkiv,9582
237,2024-10-24 08:14:17.662149,Ракетка тенісна,sports,9,402.56,3623.04,odessa,4459
238,2024-10-24 08:14:17.662149,Овочі сезонні,food,9,48.48,436.32,lviv,5349
239,2024-10-24 08:14:17.662149,Гантелі 10кг,sports,3,182.37,547.11,odessa,3371
240,2024-10-24 08:14:17.662149,Кросівки для бігу,sports,2,587.99,1175.98,odessa,1464
241,2024-10-24 08:14:17.662149,Овочі сезонні,food,4,76.74,306.96,lviv,3338
242,2024-10-24 08:14:17.662149,Планшет iPad,electronics,9,4565.57,41090.13,lviv,1480
243,2024-10-24 08:14:17.662149,Енциклопедія,books,2,106.17,212.34,kyiv,5228
244,2024-10-24 08:14:17.662149,Сир Гауда,food,1,24.67,24.67,kyiv,6578
245,2024-10-24 08:14:17.662149,Роман '1984',books,9,166.01,1494.09,odessa,1596
246,2024-10-24 08:14:17.662149,Йогурт грецький,food,6,46.87,281.21999999999997,kharkiv,2948
247,2024-10-24 08:14:17.662149,Светр H&M,clothing,1,254.05,254.05,odessa,1252
248,2024-10-24 08:14:17.662149,Джинси Levis,clothing,1,55.24,55.24,dnipro,4559
249,2024-10-24 08:14:17.662149,Овочі сезонні,food,5,51.34,256.70000000000005,lviv,7791
250,2024-10-24 08:14:17.662149,Куртка The North Face,clothing,10,163.68,1636.8000000000002,lviv,2872
251,2024-10-24 08:14:17.662149,Кросівки для бігу,sports,4,702.79,2811.16,dnipro,3133
252,2024-10-24 08:14:17.662149,Куртка The North Face,clothing,4,94.51,378.04,kharkiv,8351
253,2024-10-24 08:14:17.662149,Джинси Levis,clothing,10,239.56,2395.6,kyiv,4897
254,2024-10-24 08:14:17.662149,Сукня Zara,clothing,5,160.32,801.5999999999999,kyiv,9695
255,2024-10-24 08:14:17.662149,Футболка Nike,clothing,2,490.58,981.16,odessa,5133
256,2024-10-24 08:14:17.662149,Енциклопедія,books,6,25.15,150.89999999999998,kyiv,7550
257,2024-10-24 08:14:17.662149,М'яч футбольний,sports,10,229.67,2296.7,dnipro,5433
258,2024-10-24 08:14:17.662149,М'ясо курки,food,9,26.11,234.99,dnipro,7937
259,2024-10-24 08:14:17.662149,Сукня Zara,clothing,3,104.13,312.39,dnipro,7282
260,2024-10-24 08:14:17.662149,Горщик для квітів,home,5,1540.03,7700.15,dnipro,4780
261,2024-10-24 08:14:17.662149,Стол обідній,home,3,1917.08,5751.24,odessa,3613
262,2024-10-24 08:14:17.662149,Кросівки для бігу,sports,2,730.82,1461.64,lviv,2601
263,2024-10-24 08:14:17.662149,Куртка The North Face,clothing,10,399.88,3998.8,dnipro,3186
264,2024-10-24 08:14:17.662149,Навушники AirPods,electronics,6,1762.8,10576.8,odessa,6226
265,2024-10-24 08:14:17.662149,Ракетка тенісна,sports,2,507.89,1015.78,kharkiv,9122
266,2024-10-24 08:14:17.662149,Молоко 3.2%,food,3,62.18,186.54,kharkiv,4355
267,2024-10-24 08:14:17.662149,Йогурт грецький,food,3,81.49,244.46999999999997,kharkiv,8827
268,2024-10-24 08:14:17.662149,Сукня Zara,clothing,9,185.9,1673.1000000000001,odessa,2964
269,2024-10-24 08:14:17.662149,Куртка The North Face,clothing,3,372.08,1116.24,dnipro,3371
270,2024-10-24 08:14:17.662149,Детектив Агати Крісті,books,9,56.61,509.49,kharkiv,7514
271,2024-10-24 08:14:17.662149,Сир Гауда,food,3,16.67,50.010000000000005,kyiv,8034
272,2024-10-24 08:14:17.662149,Лампа настільна,home,8,774.6,6196.8,odessa,2929
273,2024-10-24 08:14:17.662149,Журнал мод,books,5,184.94,924.7,dnipro,4539
274,2024-10-24 08:14:17.662149,Футболка Nike,clothing,6,72.96,437.76,kyiv,1592
275,2024-10-24 08:14:17.662149,Гантелі 10кг,sports,3,56.97,170.91,odessa,2389
276,2024-10-25 08:14:17.662149,Велосипед горний,sports,5,719.65,3598.25,odessa,1789
277,2024-10-25 08:14:17.662149,Йогурт грецький,food,8,40.07,320.56,kyiv,7625
278,2024-10-25 08:14:17.662149,Гантелі 10кг,sports,9,316.01,2844.09,kyiv,8592
279,2024-10-25 08:14:17.662149,Сир Гауда,food,4,22.63,90.52,kyiv,4587
280,2024-10-25 08:14:17.662149,Куртка The North Face,clothing,3,444.61,1333.83,lviv,3735
281,2024-10-25 08:14:17.662149,Планшет iPad,electronics,5,3510.07,17550.350000000002,odessa,9585
282,2024-10-25 08:14:17.662149,Ваза декоративна,home,5,1547.64,7738.200000000001,lviv,2565
283,2024-10-25 08:14:17.662149,Камера Canon EOS,electronics,3,3257.79,9773.369999999999,odessa,6215
284,2024-10-25 08:14:17.662149,Молоко 3.2%,food,4,16.88,67.52,dnipro,9656
285,2024-10-25 08:14:17.662149,Підручник математики,books,8,178.31,1426.48,lviv,5462
